source,date,text,rating,url,discovery_subtheme,sentiment,pain_point
play_store,2026-06-19T02:13:38+00:00,"It's been a good app, but I feel like ""smart shuffle"" shouldn't be playing the same songs. It's starting to become like Pandora.",3,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Same songs playing repeatedly
play_store,2026-06-19T01:43:19+00:00,"Title: This app has become terrible! Review: Spotify used to be great, but now it is completely ruined. There are way too many annoying ads. Whenever I search for a specific song, it forces me to listen to a whole playlist instead of that song. On top of that, you can only skip 6 songs in 2 hours! It is incredibly frustrating just trying to listen to one single song. This app seriously needs an urgent update and major improvements, otherwise, it is completely useless. Fix this or close it down!",1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Forced playlist listening
play_store,2026-06-19T01:25:21+00:00,Why can't they fix the bug that keeps pausing playlist plays randomly? For months. Despite updates.,1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,Random playlist pauses
play_store,2026-06-19T01:11:39+00:00,This is an amazing experience that I am in love with because of good music and recommendations!!,5,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,positive,none
play_store,2026-06-19T00:04:17+00:00,"at this point, I might as well use yt music because a lot of the stuff that I feel like should be part of the free version isn't like, we only get six skips per hour.And I agree, we hardly even get like any options of our own playlist, like we make the playlist.We don't want other people barging in on our own playlist. i really hope that eventually it gets better.Because it's really frustrating right now sometimes.",3,https://play.google.com/store/apps/details?id=com.spotify.music,playlist_curation,negative,Limited control over playlists
play_store,2026-06-18T23:58:11+00:00,Full ads after 1 song... highly not recommended,1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,Frequent ads
play_store,2026-06-18T22:59:04+00:00,"Spotify is literally my favorite thing in existence. Their recommendations are perfection, daily mixes are to die for, and I look forward to getting my top songs list every year. Couldn't live without it",5,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,positive,none
play_store,2026-06-18T22:51:14+00:00,"most music is available, though music will sometimes be removed by artist for whatever reason. If music collection gets too large, Spotify can't handle it and will get VERY SLOW, to the point it can take entire minutes to boot up, and refuse to perform certain actions due to time-outs. but for most people it should be fine. I just have to many playlists.",4,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,mixed,Music removal and slow performance
play_store,2026-06-18T22:39:17+00:00,"this app sucks, like aa lot. it does NOT even put the songs YOU PUT ON, on. it gives the recommended. AND you cant even play music while on another app, I recommend Youtube Music instead, it ACTUALLY puts songs on that you want and you can listen to music while playing a game or whatever without having an ad every 5 minutes...",1,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,negative,Forced recommendations over user choices
play_store,2026-06-18T22:20:04+00:00,"I honestly think this is the best app for music! Not that I have really tried anything else, so I may be biased. Edit: they added the option to select songs within a playlist! :D (Also, why am I the only one that doesn't have the same problems even the others with premium have? ;v;)",5,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-18T21:57:51+00:00,The content is good but as a podcast user it is slow and buggy. Sometimes opening a playlist can take minutes. I've cleared cache / data / reinstalled / etc and it doesn't improve.,2,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,slow and buggy performance
play_store,2026-06-18T21:14:35+00:00,I am a music lover. I enjoy this app more than the others out there. I always have access to new music. I can fill up all of my playlists easily. I could listen to podcasts if I wanted too. It has everything that I need. I highly recommend it to everyone.,5,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,positive,none
play_store,2026-06-18T21:05:18+00:00,can't add songs to my liked playlist. also there is no way to explore new music. homepage is full of AI made playlists and recommendations but they are all based on my history and liked songs. I want to Listen something new but there is no way unless I know a few songs myself. no novelty.,2,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Can't find new music without prior knowledge
play_store,2026-06-18T20:48:45+00:00,"I liked it's overall app structure and design, rather than anything thing else. But listening to music with a free plan feels utterly annoying. The forced shuffle, inability to rewind playback, removing repeating same song option, and ads after every two to three songs (occasional) are not smart moves on the companies part. The current Spotify has just became a pay to listen app , its much better to switch to some open source music streaming players rather than sticking to Spotify.",3,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,Limited free plan features
play_store,2026-06-18T20:39:44+00:00,"​The gold standard for audio streaming. Its personalized playlists (like Discover Weekly) are brilliantly curated, and the seamless transition when switching playback from your phone to your laptop or smart speakers is flawless. The massive podcast library is a fantastic bonus.",5,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-18T20:10:44+00:00,"Seems like the saving and play issues have been fixed. But this new widget sucks. Hoping the update fixes the issues I've been having. Also, the shuffle still seems like it's not completely random and constantly plays the same songs.🤬",2,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Shuffle plays same songs
play_store,2026-06-18T19:37:52+00:00,This app song is good but he requirement premium subscription this very bad thing i don't recommend this app try any aap,2,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,requires premium subscription
play_store,2026-06-18T19:28:25+00:00,"Still no explanation as to why they update so frequently. And, still yet ANOTHER update! REALLY?!? Don't you people get tired of updating so often??? I know it will not stop the app from the frequen pausing of the music, which has become extremely bothersome. I really do not know how much longer I am going to put up with this nonsense.",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,Frequent updates and music pausing
play_store,2026-06-18T19:11:13+00:00,the app is really good and I love it too but there are too many ads and repeating the ads again and again like 4 ads after 2 or 3 songs I feel like it's too much I hope Spotify would do something about it and thank you for this app,3,https://play.google.com/store/apps/details?id=com.spotify.music,other,mixed,too many ads
play_store,2026-06-18T19:00:44+00:00,Discover Weekly reads my mind. Offline playlists carry me through LRT rides with bad signal. Podcasts + music in one app keeps it simple. Audio quality is consistently solid.,5,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-18T18:55:07+00:00,Spotify has an amazing music library and excellent recommendations. I love discovering new songs and creating playlists. The app runs smoothly and enhances my listening experience,5,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,positive,none
play_store,2026-06-18T18:36:48+00:00,all is fine but this forcing me to change to a new widget which has less key functions that the old one and takes up more space. if I want to change playlist I'll go in the app id much rather have the ability to like songs and a smaller widget as I like songs way more than change playlist. forcing things in customers is stupid,1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Forced widget change
play_store,2026-06-18T18:01:38+00:00,app doesn't work after a day or two of usage. shows blank all through doesn't show my playlist or search bar or anything just blank until it's reinstalled again. it's really annoying cause I do this after a day or 2 of no usage. please you guys should fix this.,1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,App crashes frequently
play_store,2026-06-18T17:54:20+00:00,"Spotify is one of the world's leading music streaming applications, offering access to millions of songs, podcasts, and audio programs. The platform is widely used by music lovers because of its extensive library, personalized recommendations, and user-friendly design.Another advantage is Spotify's availability across multiple devices, including smartphones, tablets, computers, and smart speakers. This allows users to enjoy music wherever they are.",5,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,positive,none
play_store,2026-06-18T17:06:10+00:00,"The best music, even better artists discovery only knock sure it's artists contracts or whatever. some dont play as loud as others @spotify any help",5,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,positive,some artists don't play
play_store,2026-06-18T17:04:16+00:00,"many UI features are slow, even though my playlists are smaller than 100 songs.",3,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,slow UI
play_store,2026-06-18T16:36:40+00:00,It was amazing i recommend people to use this app,4,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-18T15:40:37+00:00,Easy to use. Great suggestions.,5,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,positive,none
play_store,2026-06-18T15:20:02+00:00,"We non premium listener hear plenty of ads, minutes at most, it's disruptive, repetetive, and annoying. Atleast make the selection of music unlimited it's the least you can do. If i discover other app that offers free music with free selection of music, I will replace this app with no hesitation. And of course you don't care even though you make a lot of money just us listening to the ads you make us listen",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,ads disrupt music
play_store,2026-06-18T14:58:10+00:00,they really want you to get premium and if not ur gonna be at a big disadvantage like not having songs play in ur playlist and insert they do similar songs,3,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,negative,Limited song access
play_store,2026-06-18T14:37:21+00:00,"As a Spotify premium user, I don't have much to complain about. But, the one thing that made me rate this 2-stars (hopefully, y'all need to take such feedback very seriously) is the ""shuffle"" algorithm. It is VERY DISAPPOINTING! I left Spotify for almost 2 years and recently decided to go back to it and this made me remember why I left the app. Having 206 songs in a playlist and Spotify ""shuffle-play"" decides, that playing the same 23 songs is a good thing ??😤 Y'ALL NEED TO DO BETTER!",2,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Shuffle plays same songs repeatedly
play_store,2026-06-18T14:30:16+00:00,top music algorithm,5,https://play.google.com/store/apps/details?id=com.spotify.music,algorithm_personalization,positive,none
play_store,2026-06-18T14:22:50+00:00,"it's add is gross,specially if u trying to move from playlist to another",1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,ads interrupt navigation
play_store,2026-06-18T13:39:19+00:00,"I absolutely love Spotify, the offline Playlist that is made out of videos I haven't downloaded but can still listen to is absolutely the BEST!",5,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-18T13:35:47+00:00,"Switching soon. Getting rid of ""liked songs"" playlist was the breaking point. They keep changing to the ""improved"" UI, give people a choice as to what UI they want to use. Forcing me to use the glitchy garbage 4x2 widget instead of the 4x1 that worked fine was the last straw. Done paying for this garbage.",1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Forced UI changes
play_store,2026-06-18T13:16:02+00:00,i like that but it have a problem that a playlist will not play in a sequence of songs in it,4,https://play.google.com/store/apps/details?id=com.spotify.music,playlist_curation,negative,Playlist doesn't play in sequence
play_store,2026-06-18T13:15:15+00:00,It's easy to find what you want to listen to and there's a lot of great music on here. Would definitely recommend.,5,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,positive,none
play_store,2026-06-18T12:44:36+00:00,"I don't have premium but I get alot of ads, I get 2-4 adds after one song. I get the same ads over and over. But it's still a great app for listening to music on, there's plenty of podcasts to listen to, you can even make your own playlists and add any song to it! Still an amazing app!",4,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-18T12:25:17+00:00,The recommendation system is fire 🔥🔥,5,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,positive,none
play_store,2026-06-18T12:14:36+00:00,"Terrible for podcasts. Queues are flat out broken.you play episode 60 and it will add random episodes into the queue. then there is the AI slop, every playlist is full of it. Spotify hate artists.",1,https://play.google.com/store/apps/details?id=com.spotify.music,algorithm_personalization,negative,Broken queues and poor AI suggestions
play_store,2026-06-18T11:39:03+00:00,“Love this app! The playlists are amazing and the recommendations are always on point.”,5,https://play.google.com/store/apps/details?id=com.spotify.music,playlist_curation,positive,none
play_store,2026-06-18T11:28:42+00:00,"Spotify has lost its value due to their Greed. It's an Advertisement app with over control of users, we listen to the same songs repeatedly, unwanted songs in between and don't listen to our play list songs at all. Waste of time, using this app, subscription price is really high.",1,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Repetitive unwanted songs
play_store,2026-06-18T11:19:16+00:00,"I recently contacted Spotify regarding a duplicate account both on Premium and specified which account needed to be deleted and refunded, however, they did the exact opposite as was to be done. Which in turn wiped out years worth of Playlist made between my son and I. Not happy at all!!!",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,Account issue deleted playlists
play_store,2026-06-18T11:13:46+00:00,It helped me discover many genres of music and my personal style.,5,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-18T10:58:37+00:00,"I love it, who wouldn't? I honestly just do recommend premium though because it's so beneficial. but you can listen to music anywhere, anyway and any day wherever you are. online or offline (offline if you have premium)",5,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-18T10:54:39+00:00,"Spotify's free experience has become very frustrating. There are too many unskippable ads, sometimes 3–5 in a row, and basic features like song selection, repeat, and proper shuffle are locked behind Premium. Earlier, the free version was limited but still enjoyable. Now it feels like almost everything requires payment. I'm seriously considering switching to another app. If this continues, Spotify may end up driving loyal users away.",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,too many unskippable ads
play_store,2026-06-18T10:40:38+00:00,The Android version of the app has serious optimization issues. Downloading a playlist with around 2000 songs significantly slows down the app. It started working faster after I canceled my premium membership. The same problem doesn't exist on PC; I don't know if it exists on iOS.,1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,none
play_store,2026-06-18T10:34:42+00:00,"my favorite music app for over a decade! a happy customer! I love being able to listen to entire albums, make playlists, and most recently I'm super enjoying the AI DJ X, which usually is spot on for my music taste!",5,https://play.google.com/store/apps/details?id=com.spotify.music,algorithm_personalization,positive,none
play_store,2026-06-18T10:19:35+00:00,i love Spotify highly recommend and way better than other music apps!!!,5,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-18T09:06:57+00:00,Love Spotify and literally couldn't live without it! I've discovered lots of cool music through it! Not understanding this new widget update. I personally used and liked the old one. It is prompting me to update but it isn't working correctly when I add it to the homescreen - I haven't deleted the old one yet cos I'm not keen on the widget showing everything and it then activates the old one to work so 🤷🏻‍♀️,3,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,mixed,new widget update issues
play_store,2026-06-18T09:02:39+00:00,"Newly updated widget is terrible, and now it is forced on us by making the old widget unusable, all for the purpose of pushing their custom playlists so they don't have to pay the artists as much. More brutal greediness from Spotify, who continues to raise their prices",2,https://play.google.com/store/apps/details?id=com.spotify.music,playlist_curation,negative,Forced custom playlists
play_store,2026-06-18T08:51:01+00:00,"This app is increasingly trash. Loading is often painfully slow. The new widget is completely dysfunctional. And the Blend algorithm seems to think that if I listen to a song one time, I automatically love it. Also, I wish I could set a specific playlist to skip explicit songs for my kid, instead of having to set that for my whole account every time.",2,https://play.google.com/store/apps/details?id=com.spotify.music,algorithm_personalization,negative,Algorithm assumes song love after one play
play_store,2026-06-18T08:36:49+00:00,"I love it, I really do. but why is it so bad to use without premium. LIKE WHY DO I HAVE TO GET PREMIUM JUST TO UNSHUFFLE MY PLAYLIST AND GET MORE SKIPS!? and why can't I go back to a different song!? IT'S SO CONFUSING!!!!! that's why I use something else, but Spotify is good for stuff like audios because yt music didn't have the goods. overall JUST GIVE US POOR PEOPLE MORE STUFF!!!!",3,https://play.google.com/store/apps/details?id=com.spotify.music,other,mixed,Limited free features
play_store,2026-06-18T08:18:36+00:00,"so many songs to pick. Just search up a song and you can like it un-like it and add it to what ever Playlist you want from right there. The things I hate tho, are, like, 6 skips for 1 HOUR. Plus free users can't have the loop button!?! at LEAST let free users use loop...",3,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,mixed,Limited skips and features for free users
play_store,2026-06-18T08:04:35+00:00,liked songs playlist needs to have the ability to reorder the songs,1,https://play.google.com/store/apps/details?id=com.spotify.music,playlist_curation,negative,Cannot reorder liked songs
play_store,2026-06-18T07:21:07+00:00,"not sure why I have to pay for a premium account if the app is garbage. Most of the time the app will not even open, just a black screen. The shuffle literally only plays the same 20 songs on repeat in the same order. Terrible app design.",1,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Shuffle plays same songs repeatedly
play_store,2026-06-18T07:09:19+00:00,IT'S AMAZING AND YES THERE IS ADDS BUT NOT CONSTANTLY U DO HAVE TO PAY FOR PREMIUM SO U DON'T HAVE ADDS. BUT I REALLYYYYY RECOMMEND THIS AND NO MONEY NEEDS FOR SONGS ONLY FOR PREMIUM ( THAT I KNOW OF 😅) . BUT I TOTALLY RECOMMEND.,5,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-18T06:14:34+00:00,"What's up with the songs that suddenly sound different? Add song to a playlist and after a couple weeks the song I've listened to a dozen times is suddenly a completely different sound. Same or similar lyrics, same melody, but a different tempo and composition, and suddenly the voice has a weird Transylvanian (?) accent? What is this? Please fix.",2,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,negative,songs changing unexpectedly
play_store,2026-06-18T06:07:23+00:00,"Spotify is a good app yes, I don't know if it's just me but every time I try to open my liked songs all my music is gone and I can't even play the playlist without it saying it's a premium feature. when I try to open any playlist it doesn't load, or it won't allow me to even play the playlist because ""it's a premium feature"", I don't know if this is a bug but God it's super annoying!",2,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Playlists won't load
play_store,2026-06-18T05:55:30+00:00,"2FA would be nice. The bigger issue is that the app is VERY slow and buggy on mobile. S22 Ultra, yet things don't load (regardless of how good the internet is) and things like playing or adding to queues or playlists often break and just literally do not work. edit: the app becomes super laggy and requires to force stop / reopen once a day or two, didn't use to be an issue",2,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,App is slow and buggy
play_store,2026-06-18T05:54:30+00:00,"very thing is good besides the amount of times Spotify plays ""recommend songs"" out of my playlist for the free plan. EDIT: I GOT 8 ADDS UNDER 20 MINUTES DURING MY WORKOUT!!!!",1,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Too many recommended songs
play_store,2026-06-18T05:54:15+00:00,"it removed all my songs from all my playlist now I can't listen to anything unless I pay, all my 1k saved songs, years of finding goated songs, just gone like that, out of nowhere, better off using those knockoffs of Spotify.",1,https://play.google.com/store/apps/details?id=com.spotify.music,catalog_availability,negative,Lost access to saved songs
play_store,2026-06-18T05:49:47+00:00,"Good: Has a lot of music on it and the automatic radio station stuff works pretty well. Meh: The UI has slowly, but consistently, gotten worse over time. It's still usable, but it's also getting buggier and buggier (something to do with how they're having AI write all their code? It does feel sloppy). Bad: Every time you open it, you get pop-ups asking you about stuff you'll never want. Close one and another appears immediately afterwards. In short: Plays music, but doesn't seemingly want to.",3,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,UI is buggy and cluttered
play_store,2026-06-18T05:28:19+00:00,this is just bs atp first force smart shuffle for free account now u can't even select for a song to be played first in the playlist what is this Spotify why so money hungry,1,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,negative,Can't select first song
play_store,2026-06-18T04:47:36+00:00,it was really nice listening to music and playlists,5,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
play_store,2026-06-18T04:33:11+00:00,I love this app because you can make your own Playlist and listen to new songs,5,https://play.google.com/store/apps/details?id=com.spotify.music,playlist_curation,positive,none
play_store,2026-06-18T03:58:40+00:00,"Slow!Great for podcast. Bad for music, bad shuffle of liked songs ,and discovery of new music . Music will sometimes be interrupted for a seemingly too long commercial break?",3,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,negative,Poor music shuffle and discovery
play_store,2026-06-18T03:34:17+00:00,"Spotify, Great app and selection. There's only one thing. Please allow the ability to delete your podcast and show list. There are numerous complaints about this. Why won't you do this? 6/17/26- Hey Spotify, me again. Writing to leave a review of the app. I really enjoy it and finding new music and podcasts. However, I still would love for you to give us the ability to delete podcasts we no longer listen to. Why won't you do this?",2,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,mixed,Can't delete unused podcasts
play_store,2026-06-18T03:01:32+00:00,"Since last week seems to play random podcasts, rather than sequentially from the playlist . Another issue is it takes a very long time for the menu to appear after clicking on the 3 vertical dots of an entry in a playlist.",1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Playlist playback is disordered
play_store,2026-06-18T02:39:43+00:00,"Love the app, the app is amazing, not a bad app, BUT I'M TIRED OF THE ""RECOMMENDED"" stuff. I DO NOT WANT WHAT IS RECOMMENDED TO ME. I would like to listen to the artist I chose not other artists that I don't listen too at all, PLEASE...Love the app but the recommended stuff is just annoying now....This is still a problem. And no Spotify. I'm not gonna have premium for something that SHOULDN'T be expected...Like If I play an album THAT HAS ONE SONG I don't wanna head OTHER songs that aren't in it",3,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,negative,Unwanted recommended songs
play_store,2026-06-18T02:31:01+00:00,"I am a long time Spotify user and have no issue with the app, but I hate the new widget. the old one never has to load or be refreshed but this one does. i hate seeing it on my home screen just cycling the buffer wheel of doom. It wouldn't bug me if the old one still worked. this new one is just massively inferior in every way. I want a play bar that shows the album/Playlist I was listening to and the current track. thats it.",3,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,New widget is inferior
play_store,2026-06-18T00:46:08+00:00,good but u need internet for playlist,3,https://play.google.com/store/apps/details?id=com.spotify.music,other,mixed,requires internet
play_store,2026-06-18T00:43:03+00:00,I love the app but for some time now I have been unable to refresh recommended songs on my Playlist due to the search button blocking the refresh button Edit: it works now 👍,5,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,positive,refresh button blocked
play_store,2026-06-18T00:41:49+00:00,"This app feels like it's made only for people who don't mind constant ads. The number of ads is frustrating. At this point, listening to FM radio feels better. The audio quality isn't even close to YouTube Music. To the Spotify Team, If you're pushing users this hard to buy Premium, why not just make Spotify a paid app? Please focus on improving the user experience instead of overwhelming free users with ads. Although the recommendation algorithm is very good.",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,too many ads
play_store,2026-06-18T00:06:36+00:00,Spotify is the best part of my music journey. discovering Spotify and play it by our mood. I can say it's perfect. ☺,5,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,positive,none
play_store,2026-06-17T23:35:58+00:00,"Mostly benefits for premium members, not common users,so uninstalled this app. Personally, I won't recommend this app for music too many adds",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,too many ads
play_store,2026-06-17T23:33:15+00:00,cause the songs and the playlists are so PERRFECTO!!🤪🤙,5,https://play.google.com/store/apps/details?id=com.spotify.music,playlist_curation,positive,none
play_store,2026-06-17T23:27:04+00:00,"New widgets SUCK. I don't need an extra 4x1 taken up on my home screen for your recommendations. I know what I want to listen to, and if I do happen to want a recommendation, I can open the app and get them whenever I want. Please put user experience over your desires to psychologically and subconsciously push people into increase usage of your app, and restore the option of the 4x1 widget.",1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Forced recommendations on home screen
play_store,2026-06-17T23:22:45+00:00,do sabdo mai bolu toh bakwas app hai isse achha mai radio mai song sun lu,1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,app is useless
play_store,2026-06-17T22:14:09+00:00,"HATE THE NEW WIDGET!!! Bring back the regular now playing widget, at least give us the option!!! I don't want suggestions, I just want a *simple* now-playing widget.",1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Forced suggestions
play_store,2026-06-17T22:12:52+00:00,why is it all of a sudden there are issues with the platform. today I can click on any Playlist ... akd as soon as that song is done it changes to a COMPLETELY different style of music. and ill go back to the playlist puk another song and again when its done it changes to something else,2,https://play.google.com/store/apps/details?id=com.spotify.music,algorithm_personalization,negative,Inconsistent music style
play_store,2026-06-17T22:10:42+00:00,"Absolute trash. New widget broke the already broken app more. Recommendations are always yhe exact same song (regardless of what you're listening to), the shuffle works the same way (only plays the same couple soungs). Its a free app for me and I still would rather listen to music on YouTube with commercials",1,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Same songs repeat
play_store,2026-06-17T21:59:57+00:00,"so unfair limit 6 skip per hour and there is limit to listen new music, so baddd",1,https://play.google.com/store/apps/details?id=com.spotify.music,repetition_filter_bubble,negative,Limited skips and new music
play_store,2026-06-17T21:30:33+00:00,"barely works anymore, just get stuck on black screen as soon as the app opens",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,App fails to load
play_store,2026-06-17T21:28:08+00:00,"Could you please make it optional to have f. mandatory Ai transcriptions in podcasts? Sometimes you want to see the pictures, cover art, whatever. Not useless Ai transcriptions. If it's for helping the disabled, then make it optional... Why is everything logical so incredibly hard for your app. Same with the new widget. The one before worked. Now you replaced it with one that disconnects constantly and suggests Playlists. If I wanted to listen to a different Playlist I'd open the app.",1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,invasive AI features
play_store,2026-06-17T21:21:51+00:00,It's Shuffled When Find A Playlist Also If There Hearing This Please Let Me Have No Shuffled,1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,shuffled playlist
play_store,2026-06-17T21:20:01+00:00,This App is Now Trash And Not Recommended unless you have premium if you are using free version then this app puts Ads every song and u can't change/skip song you want,1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,Frequent ads
